date,medicine_name,quantity_used,department
2026-01-13,Insulin,42,ICU
2026-01-13,Antibiotics,51,General
2026-01-13,Antibiotics,67,Emergency
2026-01-13,Antibiotics,31,ICU
2026-01-13,IV Fluids,26,General
2026-01-13,IV Fluids,96,Emergency
2026-01-13,IV Fluids,65,ICU
2026-01-14,Paracetamol,83,General
2026-01-14,Paracetamol,62,Emergency
2026-01-14,Paracetamol,49,ICU
2026-01-14,Amoxicillin,65,General
2026-01-14,Amoxicillin,61,Emergency
2026-01-14,Amoxicillin,49,ICU
2026-01-14,Insulin,56,General
2026-01-14,Insulin,106,Emergency
2026-01-14,Insulin,28,ICU
2026-01-14,Antibiotics,38,General
2026-01-14,Antibiotics,43,Emergency
2026-01-14,Antibiotics,34,ICU
2026-01-14,IV Fluids,34,General
2026-01-14,IV Fluids,96,Emergency
2026-01-14,IV Fluids,36,ICU
2026-01-15,Paracetamol,66,General
2026-01-15,Paracetamol,106,Emergency
2026-01-15,Paracetamol,32,ICU
2026-01-15,Amoxicillin,98,General
2026-01-15,Amoxicillin,95,Emergency
2026-01-15,Amoxicillin,79,ICU
2026-01-15,Insulin,93,General
2026-01-15,Insulin,76,Emergency
2026-01-15,Insulin,37,ICU
2026-01-15,Antibiotics,77,General
2026-01-15,Antibiotics,57,Emergency
2026-01-15,Antibiotics,64,ICU
2026-01-15,IV Fluids,92,General
2026-01-15,IV Fluids,127,Emergency
2026-01-15,IV Fluids,49,ICU
2026-01-16,Paracetamol,72,General
2026-01-16,Paracetamol,89,Emergency
2026-01-16,Paracetamol,44,ICU
2026-01-16,Amoxicillin,26,General
2026-01-16,Amoxicillin,54,Emergency
2026-01-16,Amoxicillin,78,ICU
2026-01-16,Insulin,71,General
2026-01-16,Insulin,46,Emergency
2026-01-16,Insulin,66,ICU
2026-01-16,Antibiotics,93,General
2026-01-16,Antibiotics,29,Emergency
2026-01-16,Antibiotics,81,ICU
2026-01-16,IV Fluids,49,General
2026-01-16,IV Fluids,154,Emergency
2026-01-16,IV Fluids,93,ICU
2026-01-17,Paracetamol,58,General
2026-01-17,Paracetamol,43,Emergency
2026-01-17,Paracetamol,29,ICU
2026-01-17,Amoxicillin,54,General
2026-01-17,Amoxicillin,89,Emergency
2026-01-17,Amoxicillin,31,ICU
2026-01-17,Insulin,25,General
2026-01-17,Insulin,77,Emergency
2026-01-17,Insulin,67,ICU
2026-01-17,Antibiotics,98,General
2026-01-17,Antibiotics,60,Emergency
2026-01-17,Antibiotics,34,ICU
2026-01-17,IV Fluids,86,General
2026-01-17,IV Fluids,110,Emergency
2026-01-17,IV Fluids,23,ICU
2026-01-18,Paracetamol,34,General
2026-01-18,Paracetamol,94,Emergency
2026-01-18,Paracetamol,25,ICU
2026-01-18,Amoxicillin,41,General
2026-01-18,Amoxicillin,53,Emergency
2026-01-18,Amoxicillin,54,ICU
2026-01-18,Insulin,77,General
2026-01-18,Insulin,91,Emergency
2026-01-18,Insulin,69,ICU
2026-01-18,Antibiotics,84,General
2026-01-18,Antibiotics,47,Emergency
2026-01-18,Antibiotics,74,ICU
2026-01-18,IV Fluids,36,General
2026-01-18,IV Fluids,122,Emergency
2026-01-18,IV Fluids,63,ICU
2026-01-19,Paracetamol,35,General
2026-01-19,Paracetamol,101,Emergency
2026-01-19,Paracetamol,99,ICU
2026-01-19,Amoxicillin,23,General
2026-01-19,Amoxicillin,80,Emergency
2026-01-19,Amoxicillin,48,ICU
2026-01-19,Insulin,46,General
2026-01-19,Insulin,51,Emergency
2026-01-19,Insulin,86,ICU
2026-01-19,Antibiotics,63,General
2026-01-19,Antibiotics,61,Emergency
2026-01-19,Antibiotics,61,ICU
2026-01-19,IV Fluids,26,General
2026-01-19,IV Fluids,134,Emergency
2026-01-19,IV Fluids,78,ICU
2026-01-20,Paracetamol,79,General
2026-01-20,Paracetamol,13,Emergency
2026-01-20,Paracetamol,59,ICU
2026-01-20,Amoxicillin,81,General
2026-01-20,Amoxicillin,61,Emergency
2026-01-20,Amoxicillin,17,ICU
2026-01-20,Insulin,93,General
2026-01-20,Insulin,94,Emergency
2026-01-20,Insulin,26,ICU
2026-01-20,Antibiotics,94,General
2026-01-20,Antibiotics,86,Emergency
2026-01-20,Antibiotics,88,ICU
2026-01-20,IV Fluids,20,General
2026-01-20,IV Fluids,165,Emergency
2026-01-20,IV Fluids,66,ICU
2026-01-21,Paracetamol,32,General
2026-01-21,Paracetamol,34,Emergency
2026-01-21,Paracetamol,95,ICU
2026-01-21,Amoxicillin,59,General
2026-01-21,Amoxicillin,85,Emergency
2026-01-21,Amoxicillin,26,ICU
2026-01-21,Insulin,48,General
2026-01-21,Insulin,95,Emergency
2026-01-21,Insulin,37,ICU
2026-01-21,Antibiotics,91,General
2026-01-21,Antibiotics,72,Emergency
2026-01-21,Antibiotics,49,ICU
2026-01-21,IV Fluids,52,General
2026-01-21,IV Fluids,131,Emergency
2026-01-21,IV Fluids,65,ICU
2026-01-22,Paracetamol,41,General
2026-01-22,Paracetamol,90,Emergency
2026-01-22,Paracetamol,64,ICU
2026-01-22,Amoxicillin,75,General
2026-01-22,Amoxicillin,66,Emergency
2026-01-22,Amoxicillin,98,ICU
2026-01-22,Insulin,34,General
2026-01-22,Insulin,56,Emergency
2026-01-22,Insulin,97,ICU
2026-01-22,Antibiotics,47,General
2026-01-22,Antibiotics,90,Emergency
2026-01-22,Antibiotics,43,ICU
2026-01-22,IV Fluids,93,General
2026-01-22,IV Fluids,87,Emergency
2026-01-22,IV Fluids,35,ICU
2026-01-23,Paracetamol,53,General
2026-01-23,Paracetamol,39,Emergency
2026-01-23,Paracetamol,82,ICU
2026-01-23,Amoxicillin,95,General
2026-01-23,Amoxicillin,60,Emergency
2026-01-23,Amoxicillin,36,ICU
2026-01-23,Insulin,53,General
2026-01-23,Insulin,81,Emergency
2026-01-23,Insulin,77,ICU
2026-01-23,Antibiotics,95,General
2026-01-23,Antibiotics,52,Emergency
2026-01-23,Antibiotics,21,ICU
2026-01-23,IV Fluids,12,General
2026-01-23,IV Fluids,125,Emergency
2026-01-23,IV Fluids,65,ICU
2026-01-24,Paracetamol,22,General
2026-01-24,Paracetamol,106,Emergency
2026-01-24,Paracetamol,89,ICU
2026-01-24,Amoxicillin,11,General
2026-01-24,Amoxicillin,63,Emergency
2026-01-24,Amoxicillin,61,ICU
2026-01-24,Insulin,27,General
2026-01-24,Insulin,29,Emergency
2026-01-24,Insulin,94,ICU
2026-01-24,Antibiotics,104,General
2026-01-24,Antibiotics,98,Emergency
2026-01-24,Antibiotics,80,ICU
2026-01-24,IV Fluids,53,General
2026-01-24,IV Fluids,83,Emergency
2026-01-24,IV Fluids,88,ICU
2026-01-25,Paracetamol,84,General
2026-01-25,Paracetamol,28,Emergency
2026-01-25,Paracetamol,60,ICU
2026-01-25,Amoxicillin,38,General
2026-01-25,Amoxicillin,57,Emergency
2026-01-25,Amoxicillin,71,ICU
2026-01-25,Insulin,53,General
2026-01-25,Insulin,46,Emergency
2026-01-25,Insulin,38,ICU
2026-01-25,Antibiotics,30,General
2026-01-25,Antibiotics,71,Emergency
2026-01-25,Antibiotics,22,ICU
2026-01-25,IV Fluids,64,General
2026-01-25,IV Fluids,132,Emergency
2026-01-25,IV Fluids,57,ICU
2026-01-26,Paracetamol,60,General
2026-01-26,Paracetamol,95,Emergency
2026-01-26,Paracetamol,78,ICU
2026-01-26,Amoxicillin,40,General
2026-01-26,Amoxicillin,26,Emergency
2026-01-26,Amoxicillin,95,ICU
2026-01-26,Insulin,88,General
2026-01-26,Insulin,67,Emergency
2026-01-26,Insulin,80,ICU
2026-01-26,Antibiotics,81,General
2026-01-26,Antibiotics,102,Emergency
2026-01-26,Antibiotics,75,ICU
2026-01-26,IV Fluids,92,General
2026-01-26,IV Fluids,139,Emergency
2026-01-26,IV Fluids,97,ICU
2026-01-27,Paracetamol,35,General
2026-01-27,Paracetamol,90,Emergency
2026-01-27,Paracetamol,108,ICU
2026-01-27,Amoxicillin,32,General
2026-01-27,Amoxicillin,41,Emergency
2026-01-27,Amoxicillin,31,ICU
2026-01-27,Insulin,65,General
2026-01-27,Insulin,68,Emergency
2026-01-27,Insulin,86,ICU
2026-01-27,Antibiotics,73,General
2026-01-27,Antibiotics,38,Emergency
2026-01-27,Antibiotics,54,ICU
2026-01-27,IV Fluids,11,General
2026-01-27,IV Fluids,132,Emergency
2026-01-27,IV Fluids,19,ICU
2026-01-28,Paracetamol,48,General
2026-01-28,Paracetamol,24,Emergency
2026-01-28,Paracetamol,73,ICU
2026-01-28,Amoxicillin,41,General
2026-01-28,Amoxicillin,75,Emergency
2026-01-28,Amoxicillin,98,ICU
2026-01-28,Insulin,81,General
2026-01-28,Insulin,83,Emergency
2026-01-28,Insulin,62,ICU
2026-01-28,Antibiotics,32,General
2026-01-28,Antibiotics,29,Emergency
2026-01-28,Antibiotics,90,ICU
2026-01-28,IV Fluids,98,General
2026-01-28,IV Fluids,110,Emergency
2026-01-28,IV Fluids,50,ICU
2026-01-29,Paracetamol,80,General
2026-01-29,Paracetamol,81,Emergency
2026-01-29,Paracetamol,56,ICU
2026-01-29,Amoxicillin,46,General
2026-01-29,Amoxicillin,54,Emergency
2026-01-29,Amoxicillin,44,ICU
2026-01-29,Insulin,34,General
2026-01-29,Insulin,83,Emergency
2026-01-29,Insulin,74,ICU
2026-01-29,Antibiotics,43,General
2026-01-29,Antibiotics,96,Emergency
2026-01-29,Antibiotics,29,ICU
2026-01-29,IV Fluids,16,General
2026-01-29,IV Fluids,158,Emergency
2026-01-29,IV Fluids,45,ICU
2026-01-30,Paracetamol,18,General
2026-01-30,Paracetamol,18,Emergency
2026-01-30,Paracetamol,44,ICU
2026-01-30,Amoxicillin,57,General
2026-01-30,Amoxicillin,110,Emergency
2026-01-30,Amoxicillin,59,ICU
2026-01-30,Insulin,50,General
2026-01-30,Insulin,91,Emergency
2026-01-30,Insulin,80,ICU
2026-01-30,Antibiotics,36,General
2026-01-30,Antibiotics,67,Emergency
2026-01-30,Antibiotics,88,ICU
2026-01-30,IV Fluids,84,General
2026-01-30,IV Fluids,106,Emergency
2026-01-30,IV Fluids,32,ICU
2026-01-31,Paracetamol,70,General
2026-01-31,Paracetamol,45,Emergency
2026-01-31,Paracetamol,10,ICU
2026-01-31,Amoxicillin,102,General
2026-01-31,Amoxicillin,31,Emergency
2026-01-31,Amoxicillin,89,ICU
2026-01-31,Insulin,54,General
2026-01-31,Insulin,27,Emergency
2026-01-31,Insulin,46,ICU
2026-01-31,Antibiotics,76,General
2026-01-31,Antibiotics,61,Emergency
2026-01-31,Antibiotics,35,ICU
2026-01-31,IV Fluids,88,General
2026-01-31,IV Fluids,99,Emergency
2026-01-31,IV Fluids,76,ICU
2026-02-01,Paracetamol,40,General
2026-02-01,Paracetamol,79,Emergency
2026-02-01,Paracetamol,25,ICU
2026-02-01,Amoxicillin,97,General
2026-02-01,Amoxicillin,91,Emergency
2026-02-01,Amoxicillin,71,ICU
2026-02-01,Insulin,99,General
2026-02-01,Insulin,65,Emergency
2026-02-01,Insulin,83,ICU
2026-02-01,Antibiotics,85,General
2026-02-01,Antibiotics,78,Emergency
2026-02-01,Antibiotics,102,ICU
2026-02-01,IV Fluids,32,General
2026-02-01,IV Fluids,111,Emergency
2026-02-01,IV Fluids,86,ICU
2026-02-02,Paracetamol,91,General
2026-02-02,Paracetamol,53,Emergency
2026-02-02,Paracetamol,29,ICU
2026-02-02,Amoxicillin,16,General
2026-02-02,Amoxicillin,112,Emergency
2026-02-02,Amoxicillin,83,ICU
2026-02-02,Insulin,57,General
2026-02-02,Insulin,110,Emergency
2026-02-02,Insulin,76,ICU
2026-02-02,Antibiotics,74,General
2026-02-02,Antibiotics,106,Emergency
2026-02-02,Antibiotics,28,ICU
2026-02-02,IV Fluids,110,General
2026-02-02,IV Fluids,124,Emergency
2026-02-02,IV Fluids,37,ICU
2026-02-03,Paracetamol,39,General
2026-02-03,Paracetamol,25,Emergency
2026-02-03,Paracetamol,81,ICU
2026-02-03,Amoxicillin,52,General
2026-02-03,Amoxicillin,41,Emergency
2026-02-03,Amoxicillin,72,ICU
2026-02-03,Insulin,66,General
2026-02-03,Insulin,59,Emergency
2026-02-03,Insulin,70,ICU
2026-02-03,Antibiotics,53,General
2026-02-03,Antibiotics,81,Emergency
2026-02-03,Antibiotics,45,ICU
2026-02-03,IV Fluids,35,General
2026-02-03,IV Fluids,136,Emergency
2026-02-03,IV Fluids,29,ICU
2026-02-04,Paracetamol,50,General
2026-02-04,Paracetamol,91,Emergency
2026-02-04,Paracetamol,36,ICU
2026-02-04,Amoxicillin,75,General
2026-02-04,Amoxicillin,51,Emergency
2026-02-04,Amoxicillin,48,ICU
2026-02-04,Insulin,74,General
2026-02-04,Insulin,95,Emergency
2026-02-04,Insulin,72,ICU
2026-02-04,Antibiotics,35,General
2026-02-04,Antibiotics,65,Emergency
2026-02-04,Antibiotics,89,ICU
2026-02-04,IV Fluids,56,General
2026-02-04,IV Fluids,98,Emergency
2026-02-04,IV Fluids,76,ICU
2026-02-05,Paracetamol,71,General
2026-02-05,Paracetamol,26,Emergency
2026-02-05,Paracetamol,19,ICU
2026-02-05,Amoxicillin,111,General
2026-02-05,Amoxicillin,107,Emergency
2026-02-05,Amoxicillin,39,ICU
2026-02-05,Insulin,83,General
2026-02-05,Insulin,88,Emergency
2026-02-05,Insulin,67,ICU
2026-02-05,Antibiotics,84,General
2026-02-05,Antibiotics,58,Emergency
2026-02-05,Antibiotics,92,ICU
2026-02-05,IV Fluids,19,General
2026-02-05,IV Fluids,113,Emergency
2026-02-05,IV Fluids,87,ICU
2026-02-06,Paracetamol,106,General
2026-02-06,Paracetamol,101,Emergency
2026-02-06,Paracetamol,78,ICU
2026-02-06,Amoxicillin,78,General
2026-02-06,Amoxicillin,16,Emergency
2026-02-06,Amoxicillin,58,ICU
2026-02-06,Insulin,36,General
2026-02-06,Insulin,110,Emergency
2026-02-06,Insulin,103,ICU
2026-02-06,Antibiotics,96,General
2026-02-06,Antibiotics,63,Emergency
2026-02-06,Antibiotics,33,ICU
2026-02-06,IV Fluids,92,General
2026-02-06,IV Fluids,62,Emergency
2026-02-06,IV Fluids,39,ICU
2026-02-07,Paracetamol,84,General
2026-02-07,Paracetamol,26,Emergency
2026-02-07,Paracetamol,30,ICU
2026-02-07,Amoxicillin,73,General
2026-02-07,Amoxicillin,70,Emergency
2026-02-07,Amoxicillin,56,ICU
2026-02-07,Insulin,76,General
2026-02-07,Insulin,59,Emergency
2026-02-07,Insulin,100,ICU
2026-02-07,Antibiotics,91,General
2026-02-07,Antibiotics,46,Emergency
2026-02-07,Antibiotics,16,ICU
2026-02-07,IV Fluids,68,General
2026-02-07,IV Fluids,117,Emergency
2026-02-07,IV Fluids,82,ICU
2026-02-08,Paracetamol,87,General
2026-02-08,Paracetamol,39,Emergency
2026-02-08,Paracetamol,70,ICU
2026-02-08,Amoxicillin,66,General
2026-02-08,Amoxicillin,21,Emergency
2026-02-08,Amoxicillin,50,ICU
2026-02-08,Insulin,65,General
2026-02-08,Insulin,70,Emergency
2026-02-08,Insulin,52,ICU
2026-02-08,Antibiotics,32,General
2026-02-08,Antibiotics,66,Emergency
2026-02-08,Antibiotics,100,ICU
2026-02-08,IV Fluids,51,General
2026-02-08,IV Fluids,149,Emergency
2026-02-08,IV Fluids,26,ICU
2026-02-09,Paracetamol,53,General
2026-02-09,Paracetamol,42,Emergency
2026-02-09,Paracetamol,21,ICU
2026-02-09,Amoxicillin,81,General
2026-02-09,Amoxicillin,83,Emergency
2026-02-09,Amoxicillin,66,ICU
2026-02-09,Insulin,105,General
2026-02-09,Insulin,31,Emergency
2026-02-09,Insulin,39,ICU
2026-02-09,Antibiotics,74,General
2026-02-09,Antibiotics,61,Emergency
2026-02-09,Antibiotics,19,ICU
2026-02-09,IV Fluids,114,General
2026-02-09,IV Fluids,104,Emergency
2026-02-09,IV Fluids,100,ICU
2026-02-10,Paracetamol,74,General
2026-02-10,Paracetamol,37,Emergency
2026-02-10,Paracetamol,40,ICU
2026-02-10,Amoxicillin,94,General
2026-02-10,Amoxicillin,102,Emergency
2026-02-10,Amoxicillin,62,ICU
2026-02-10,Insulin,40,General
2026-02-10,Insulin,74,Emergency
2026-02-10,Insulin,61,ICU
2026-02-10,Antibiotics,89,General
2026-02-10,Antibiotics,67,Emergency
2026-02-10,Antibiotics,93,ICU
2026-02-10,IV Fluids,56,General
2026-02-10,IV Fluids,109,Emergency
2026-02-10,IV Fluids,103,ICU
2026-02-11,Paracetamol,103,General
2026-02-11,Paracetamol,48,Emergency
2026-02-11,Paracetamol,103,ICU
2026-02-11,Amoxicillin,98,General
2026-02-11,Amoxicillin,61,Emergency
2026-02-11,Amoxicillin,55,ICU
2026-02-11,Insulin,84,General
2026-02-11,Insulin,77,Emergency
2026-02-11,Insulin,44,ICU
2026-02-11,Antibiotics,91,General
2026-02-11,Antibiotics,101,Emergency
2026-02-11,Antibiotics,38,ICU
2026-02-11,IV Fluids,47,General
2026-02-11,IV Fluids,75,Emergency
2026-02-11,IV Fluids,42,ICU
2026-02-12,Paracetamol,103,General
2026-02-12,Paracetamol,43,Emergency
2026-02-12,Paracetamol,105,ICU
2026-02-12,Amoxicillin,53,General
2026-02-12,Amoxicillin,79,Emergency
2026-02-12,Amoxicillin,29,ICU
2026-02-12,Insulin,79,General
2026-02-12,Insulin,55,Emergency
2026-02-12,Insulin,49,ICU
2026-02-12,Antibiotics,105,General
2026-02-12,Antibiotics,43,Emergency
2026-02-12,Antibiotics,39,ICU
2026-02-12,IV Fluids,33,General
2026-02-12,IV Fluids,161,Emergency
2026-02-12,IV Fluids,64,ICU
2026-02-13,Paracetamol,96,General
2026-02-13,Paracetamol,43,Emergency
2026-02-13,Paracetamol,42,ICU
2026-02-13,Amoxicillin,43,General
2026-02-13,Amoxicillin,75,Emergency
2026-02-13,Amoxicillin,99,ICU
2026-02-13,Insulin,48,General
2026-02-13,Insulin,33,Emergency
2026-02-13,Insulin,22,ICU
2026-02-13,Antibiotics,50,General
2026-02-13,Antibiotics,37,Emergency
2026-02-13,Antibiotics,52,ICU
2026-02-13,IV Fluids,83,General
2026-02-13,IV Fluids,91,Emergency
2026-02-13,IV Fluids,106,ICU
2026-02-14,Paracetamol,47,General
2026-02-14,Paracetamol,37,Emergency
2026-02-14,Paracetamol,15,ICU
2026-02-14,Amoxicillin,73,General
2026-02-14,Amoxicillin,28,Emergency
2026-02-14,Amoxicillin,90,ICU
2026-02-14,Insulin,52,General
2026-02-14,Insulin,56,Emergency
2026-02-14,Insulin,106,ICU
2026-02-14,Antibiotics,68,General
2026-02-14,Antibiotics,54,Emergency
2026-02-14,Antibiotics,71,ICU
2026-02-14,IV Fluids,40,General
2026-02-14,IV Fluids,108,Emergency
2026-02-14,IV Fluids,39,ICU
2026-02-15,Paracetamol,13,General
2026-02-15,Paracetamol,32,Emergency
2026-02-15,Paracetamol,111,ICU
2026-02-15,Amoxicillin,85,General
2026-02-15,Amoxicillin,86,Emergency
2026-02-15,Amoxicillin,98,ICU
2026-02-15,Insulin,24,General
2026-02-15,Insulin,42,Emergency
2026-02-15,Insulin,90,ICU
2026-02-15,Antibiotics,44,General
2026-02-15,Antibiotics,80,Emergency
2026-02-15,Antibiotics,81,ICU
2026-02-15,IV Fluids,78,General
2026-02-15,IV Fluids,70,Emergency
2026-02-15,IV Fluids,72,ICU
2026-02-16,Paracetamol,41,General
2026-02-16,Paracetamol,53,Emergency
2026-02-16,Paracetamol,68,ICU
2026-02-16,Amoxicillin,78,General
2026-02-16,Amoxicillin,67,Emergency
2026-02-16,Amoxicillin,96,ICU
2026-02-16,Insulin,103,General
2026-02-16,Insulin,69,Emergency
2026-02-16,Insulin,73,ICU
2026-02-16,Antibiotics,85,General
2026-02-16,Antibiotics,60,Emergency
2026-02-16,Antibiotics,21,ICU
2026-02-16,IV Fluids,25,General
2026-02-16,IV Fluids,84,Emergency
2026-02-16,IV Fluids,44,ICU
2026-02-17,Paracetamol,26,General
2026-02-17,Paracetamol,28,Emergency
2026-02-17,Paracetamol,37,ICU
2026-02-17,Amoxicillin,46,General
2026-02-17,Amoxicillin,60,Emergency
2026-02-17,Amoxicillin,86,ICU
2026-02-17,Insulin,64,General
2026-02-17,Insulin,66,Emergency
2026-02-17,Insulin,59,ICU
2026-02-17,Antibiotics,55,General
2026-02-17,Antibiotics,84,Emergency
2026-02-17,Antibiotics,71,ICU
2026-02-17,IV Fluids,68,General
2026-02-17,IV Fluids,72,Emergency
2026-02-17,IV Fluids,32,ICU
2026-02-18,Paracetamol,93,General
2026-02-18,Paracetamol,33,Emergency
2026-02-18,Paracetamol,65,ICU
2026-02-18,Amoxicillin,31,General
2026-02-18,Amoxicillin,65,Emergency
2026-02-18,Amoxicillin,104,ICU
2026-02-18,Insulin,36,General
2026-02-18,Insulin,105,Emergency
2026-02-18,Insulin,92,ICU
2026-02-18,Antibiotics,95,General
2026-02-18,Antibiotics,25,Emergency
2026-02-18,Antibiotics,18,ICU
2026-02-18,IV Fluids,83,General
2026-02-18,IV Fluids,125,Emergency
2026-02-18,IV Fluids,74,ICU
2026-02-19,Paracetamol,92,General
2026-02-19,Paracetamol,102,Emergency
2026-02-19,Paracetamol,78,ICU
2026-02-19,Amoxicillin,30,General
2026-02-19,Amoxicillin,76,Emergency
2026-02-19,Amoxicillin,45,ICU
2026-02-19,Insulin,88,General
2026-02-19,Insulin,63,Emergency
2026-02-19,Insulin,35,ICU
2026-02-19,Antibiotics,54,General
2026-02-19,Antibiotics,24,Emergency
2026-02-19,Antibiotics,67,ICU
2026-02-19,IV Fluids,93,General
2026-02-19,IV Fluids,150,Emergency
2026-02-19,IV Fluids,27,ICU
2026-02-20,Paracetamol,52,General
2026-02-20,Paracetamol,51,Emergency
2026-02-20,Paracetamol,99,ICU
2026-02-20,Amoxicillin,103,General
2026-02-20,Amoxicillin,87,Emergency
2026-02-20,Amoxicillin,62,ICU
2026-02-20,Insulin,88,General
2026-02-20,Insulin,16,Emergency
2026-02-20,Insulin,56,ICU
2026-02-20,Antibiotics,105,General
2026-02-20,Antibiotics,26,Emergency
2026-02-20,Antibiotics,92,ICU
2026-02-20,IV Fluids,66,General
2026-02-20,IV Fluids,132,Emergency
2026-02-20,IV Fluids,58,ICU
2026-02-21,Paracetamol,81,General
2026-02-21,Paracetamol,113,Emergency
2026-02-21,Paracetamol,25,ICU
2026-02-21,Amoxicillin,46,General
2026-02-21,Amoxicillin,86,Emergency
2026-02-21,Amoxicillin,91,ICU
2026-02-21,Insulin,15,General
2026-02-21,Insulin,62,Emergency
2026-02-21,Insulin,58,ICU
2026-02-21,Antibiotics,26,General
2026-02-21,Antibiotics,74,Emergency
2026-02-21,Antibiotics,37,ICU
2026-02-21,IV Fluids,59,General
2026-02-21,IV Fluids,137,Emergency
2026-02-21,IV Fluids,52,ICU
2026-02-22,Paracetamol,112,General
2026-02-22,Paracetamol,61,Emergency
2026-02-22,Paracetamol,94,ICU
2026-02-22,Amoxicillin,98,General
2026-02-22,Amoxicillin,46,Emergency
2026-02-22,Amoxicillin,103,ICU
2026-02-22,Insulin,27,General
2026-02-22,Insulin,61,Emergency
2026-02-22,Insulin,78,ICU
2026-02-22,Antibiotics,43,General
2026-02-22,Antibiotics,33,Emergency
2026-02-22,Antibiotics,71,ICU
2026-02-22,IV Fluids,21,General
2026-02-22,IV Fluids,109,Emergency
2026-02-22,IV Fluids,28,ICU
2026-02-23,Paracetamol,106,General
2026-02-23,Paracetamol,51,Emergency
2026-02-23,Paracetamol,96,ICU
2026-02-23,Amoxicillin,89,General
2026-02-23,Amoxicillin,40,Emergency
2026-02-23,Amoxicillin,54,ICU
2026-02-23,Insulin,57,General
2026-02-23,Insulin,50,Emergency
2026-02-23,Insulin,20,ICU
2026-02-23,Antibiotics,86,General
2026-02-23,Antibiotics,99,Emergency
2026-02-23,Antibiotics,81,ICU
2026-02-23,IV Fluids,45,General
2026-02-23,IV Fluids,115,Emergency
2026-02-23,IV Fluids,41,ICU
2026-02-24,Paracetamol,96,General
2026-02-24,Paracetamol,87,Emergency
2026-02-24,Paracetamol,41,ICU
2026-02-24,Amoxicillin,86,General
2026-02-24,Amoxicillin,95,Emergency
2026-02-24,Amoxicillin,11,ICU
2026-02-24,Insulin,67,General
2026-02-24,Insulin,50,Emergency
2026-02-24,Insulin,29,ICU
2026-02-24,Antibiotics,66,General
2026-02-24,Antibiotics,73,Emergency
2026-02-24,Antibiotics,21,ICU
2026-02-24,IV Fluids,107,General
2026-02-24,IV Fluids,71,Emergency
2026-02-24,IV Fluids,30,ICU
2026-02-25,Paracetamol,42,General
2026-02-25,Paracetamol,107,Emergency
2026-02-25,Paracetamol,56,ICU
2026-02-25,Amoxicillin,36,General
2026-02-25,Amoxicillin,40,Emergency
2026-02-25,Amoxicillin,32,ICU
2026-02-25,Insulin,93,General
2026-02-25,Insulin,103,Emergency
2026-02-25,Insulin,73,ICU
2026-02-25,Antibiotics,103,General
2026-02-25,Antibiotics,98,Emergency
2026-02-25,Antibiotics,102,ICU
2026-02-25,IV Fluids,60,General
2026-02-25,IV Fluids,113,Emergency
2026-02-25,IV Fluids,48,ICU
2026-02-26,Paracetamol,84,General
2026-02-26,Paracetamol,106,Emergency
2026-02-26,Paracetamol,72,ICU
2026-02-26,Amoxicillin,79,General
2026-02-26,Amoxicillin,62,Emergency
2026-02-26,Amoxicillin,108,ICU
2026-02-26,Insulin,64,General
2026-02-26,Insulin,98,Emergency
2026-02-26,Insulin,72,ICU
2026-02-26,Antibiotics,57,General
2026-02-26,Antibiotics,44,Emergency
2026-02-26,Antibiotics,33,ICU
2026-02-26,IV Fluids,35,General
2026-02-26,IV Fluids,122,Emergency
2026-02-26,IV Fluids,40,ICU
2026-02-27,Paracetamol,53,General
2026-02-27,Paracetamol,89,Emergency
2026-02-27,Paracetamol,85,ICU
2026-02-27,Amoxicillin,60,General
2026-02-27,Amoxicillin,32,Emergency
2026-02-27,Amoxicillin,52,ICU
2026-02-27,Insulin,107,General
2026-02-27,Insulin,87,Emergency
2026-02-27,Insulin,85,ICU
2026-02-27,Antibiotics,43,General
2026-02-27,Antibiotics,68,Emergency
2026-02-27,Antibiotics,49,ICU
2026-02-27,IV Fluids,13,General
2026-02-27,IV Fluids,92,Emergency
2026-02-27,IV Fluids,77,ICU
2026-02-28,Paracetamol,63,General
2026-02-28,Paracetamol,69,Emergency
2026-02-28,Paracetamol,22,ICU
2026-02-28,Amoxicillin,58,General
2026-02-28,Amoxicillin,105,Emergency
2026-02-28,Amoxicillin,26,ICU
2026-02-28,Insulin,30,General
2026-02-28,Insulin,69,Emergency
2026-02-28,Insulin,86,ICU
2026-02-28,Antibiotics,26,General
2026-02-28,Antibiotics,70,Emergency
2026-02-28,Antibiotics,26,ICU
2026-02-28,IV Fluids,23,General
2026-02-28,IV Fluids,123,Emergency
2026-02-28,IV Fluids,50,ICU
2026-03-01,Paracetamol,26,General
2026-03-01,Paracetamol,83,Emergency
2026-03-01,Paracetamol,99,ICU
2026-03-01,Amoxicillin,40,General
2026-03-01,Amoxicillin,27,Emergency
2026-03-01,Amoxicillin,110,ICU
2026-03-01,Insulin,25,General
2026-03-01,Insulin,103,Emergency
2026-03-01,Insulin,71,ICU
2026-03-01,Antibiotics,73,General
2026-03-01,Antibiotics,22,Emergency
2026-03-01,Antibiotics,85,ICU
2026-03-01,IV Fluids,42,General
2026-03-01,IV Fluids,111,Emergency
2026-03-01,IV Fluids,33,ICU
2026-03-02,Paracetamol,75,General
2026-03-02,Paracetamol,54,Emergency
2026-03-02,Paracetamol,11,ICU
2026-03-02,Amoxicillin,54,General
2026-03-02,Amoxicillin,72,Emergency
2026-03-02,Amoxicillin,110,ICU
